customer_id,signup_date,churn_date,subscription_type,monthly_revenue,csat_score,customer_segment,country,customer_age_months,churn_reason,last_active_date,clv,contract_length_months,expansion_status,onboarding_score,support_tickets,churned,clv_segment,adjusted_csat,segment_id,segment_number,segment_name,customer_count_bin,support_ticket_category,active_status,seats_purchased,seats_used,seat_utilization_rate,renewal_date,renewal_status,account_health_score,team_size,industry,feature_adoption_rate,active_features,customer_lifetime_days,is_churned,signup_year
13,2021-10-19,2023-02-19,basic,100,4,mid-market,norway,16,lack of support,2023-02-19,2400,24,No Change,99,8,1,Low,3.0361507272310417,4,Churned,Cluster 4,500+,General,Inactive,20,9,0.45,,churned,98.90505307324167,10-50,technology,0.6981010614648335,13,488,1,2021
14,2022-02-16,,basic,50,5,small business,sweden,92,,2029-09-30,1200,24,No Change,51,5,0,High,4.985035387637728,4,Churned,Cluster 1,500+,Feature Request,Active,37,28,0.7567567567567568,2024-02-16,renewed,100.0,100-500,technology,0.8436592726311325,16,963,0,2022
15,2023-01-17,,enterprise,150,3,small business,france,81,,2029-09-30,3600,24,No Change,37,7,0,High,2.536949713780314,2,Churned,Cluster 2,0-100,Billing,Active,37,21,0.5675675675675675,2025-01-17,renewed,70.92250914011541,100-500,finance,0.4984501828023082,9,628,0,2023
16,2022-11-02,,pro,200,2,mid-market,netherlands,84,,2029-09-30,4800,24,No Change,27,9,0,Low,1.593020287295597,1,New,Cluster 2,0-100,Feature Request,Active,47,39,0.8297872340425532,2024-11-02,renewed,63.32119215783868,10-50,finance,0.8264238431567734,16,704,0,2022
17,2022-03-10,,basic,50,4,small business,norway,92,,2029-09-30,600,12,Expanded,87,1,0,High,4.963681776621062,1,At Risk,Cluster 2,0-100,Feature Request,Active,29,26,0.896551724137931,2023-03-10,renewed,95.81945819522608,50-100,finance,0.3563891639045214,7,941,0,2022
18,2022-12-22,,basic,50,5,small business,usa,82,,2029-09-30,600,12,Expanded,60,4,0,Low,5.939073734228318,1,At Risk,Cluster 3,0-100,Feature Request,Active,34,16,0.4705882352941176,2023-12-22,renewed,100.0,100-500,retail,0.5743590969682372,11,654,0,2022
19,2023-06-08,,basic,50,5,small business,switzerland,76,,2029-09-30,600,12,Expanded,62,6,0,Medium,4.479574718314806,0,Churned,Cluster 1,0-100,Technical,Active,5,3,0.6,2024-06-08,renewed,100.0,10-50,retail,0.5569886849640646,11,486,0,2023
20,2021-10-05,,pro,200,3,mid-market,sweden,97,,2029-09-30,2400,12,Expanded,76,9,0,High,2.08145760463794,3,Loyal,Cluster 4,100-500,Billing,Active,18,5,0.2777777777777778,2022-10-05,renewed,67.67918035953784,10-50,retail,0.5135836071907569,10,1097,0,2021
21,2023-06-05,2023-11-05,basic,50,2,small business,sweden,5,lack of support,2023-11-05,600,12,No Change,10,5,1,High,2.888503194250335,3,Churned,Cluster 4,500+,Feature Request,Inactive,9,5,0.5555555555555556,,churned,64.05280952602931,50-100,retail,0.6810561905205863,13,153,1,2023
22,2023-04-05,,pro,200,4,mid-market,france,79,,2029-09-30,7200,36,Expanded,67,0,0,High,3.754518166455952,4,New,Cluster 2,500+,General,Active,17,12,0.7058823529411765,2026-04-05,renewed,100.0,10-50,finance,0.8767143382943485,17,550,0,2023
23,2022-06-26,,pro,100,3,small business,canada,88,,2029-09-30,2400,24,Contract Reduced,7,3,0,Low,3.935161103040495,3,At Risk,Cluster 1,0-100,Feature Request,Active,40,25,0.625,2024-06-26,renewed,89.78671076075818,100-500,technology,0.7157342152151637,14,833,0,2022
24,2022-01-31,,basic,100,5,mid-market,sweden,93,,2029-09-30,1200,12,No Change,12,0,0,Low,5.010504744895714,0,At Risk,Cluster 1,500+,General,Active,34,17,0.5,2023-01-31,renewed,100.0,10-50,technology,0.7079068679401476,14,979,0,2022
25,2023-10-27,,basic,200,3,enterprise,germany,72,,2029-09-30,7200,36,No Change,16,4,0,Low,3.583158087451697,0,New,Cluster 1,0-100,Billing,Active,25,4,0.16,2026-10-27,renewed,69.75112441775443,50-100,retail,0.3550224883550886,7,345,0,2023
26,2022-06-23,,basic,200,5,enterprise,sweden,88,,2029-09-30,7200,36,No Change,75,1,0,High,4.852182950093882,1,Loyal,Cluster 2,500+,Billing,Active,21,6,0.2857142857142857,2025-06-23,renewed,100.0,50-100,technology,0.8811911663844809,17,836,0,2022
27,2021-12-16,,basic,50,4,small business,usa,94,,2029-09-30,600,12,No Change,17,6,0,Low,3.755975180244509,2,At Risk,Cluster 2,500+,General,Active,35,19,0.5428571428571428,2022-12-16,renewed,100.0,50-100,retail,0.8916006382937227,17,1025,0,2021
28,2021-12-19,,basic,50,4,small business,switzerland,94,,2029-09-30,1200,24,No Change,92,7,0,Medium,3.8004457857440497,3,Loyal,Cluster 1,0-100,Billing,Active,17,12,0.7058823529411765,2023-12-19,renewed,84.52578740331315,10-50,finance,0.3705157480662629,7,1022,0,2021
29,2023-08-27,,enterprise,300,5,mid-market,france,74,,2029-09-30,3600,12,Expanded,75,4,0,High,4.9090821295355465,4,At Risk,Cluster 2,500+,Feature Request,Active,45,14,0.3111111111111111,2024-08-27,renewed,100.0,100-500,technology,0.4517941007935446,9,406,0,2023
30,2023-02-08,,enterprise,425,4,enterprise,norway,80,,2029-09-30,14400,24,No Change,8,9,0,Low,4.948789615332333,2,At Risk,Cluster 3,0-100,Technical,Active,32,28,0.875,2025-02-08,renewed,82.64363479171284,10-50,technology,0.4128726958342568,8,606,0,2023
31,2023-07-25,,pro,200,5,mid-market,uk,75,,2029-09-30,2400,12,Contract Reduced,6,1,0,Medium,5.732127779000817,4,Loyal,Cluster 3,0-100,Billing,Active,14,8,0.5714285714285714,2024-07-25,renewed,100.0,10-50,finance,0.5499834346430875,10,439,0,2023
32,2023-05-23,,pro,400,1,enterprise,switzerland,77,,2029-09-30,4800,12,No Change,86,0,0,High,1.7294447525101064,0,Loyal,Cluster 3,0-100,Billing,Active,5,1,0.2,2024-05-23,renewed,60.14986114133414,100-500,technology,0.8029972228266828,16,502,0,2023
33,2022-12-31,,pro,100,3,small business,switzerland,82,,2029-09-30,2400,24,Contract Reduced,17,4,0,Medium,3.756441334958384,1,Churned,Cluster 3,500+,Billing,Active,17,4,0.2352941176470588,2024-12-31,renewed,80.5163240593028,50-100,finance,0.5703264811860562,11,645,0,2022
34,2024-01-08,,pro,100,4,small business,usa,69,,2029-09-30,2400,24,No Change,5,8,0,Medium,4.408159536198447,2,New,Cluster 2,100-500,Billing,Active,41,21,0.5121951219512195,2026-01-08,renewed,96.6986769141291,50-100,finance,0.6539735382825818,13,272,0,2024
35,2022-08-19,,pro,200,4,mid-market,canada,86,,2029-09-30,7200,36,No Change,38,0,0,Low,3.294146961858076,0,At Risk,Cluster 1,0-100,Billing,Active,21,5,0.238095238095238,2025-08-19,renewed,100.0,50-100,technology,0.7701918076446859,15,779,0,2022
36,2023-01-14,2024-07-14,basic,50,1,small business,uk,18,lack of support,2024-07-14,1800,36,Expanded,23,6,1,High,1.0304721097284215,1,Loyal,Cluster 2,500+,General,Inactive,29,3,0.1034482758620689,,churned,40.54298317847461,10-50,technology,0.6508596635694923,13,547,1,2023
37,2023-09-07,,basic,50,1,small business,france,73,,2029-09-30,1200,24,Expanded,5,8,0,High,0.0786242796821978,0,New,Cluster 1,100-500,General,Active,30,13,0.4333333333333333,2025-09-07,renewed,29.67974452815959,50-100,retail,0.5135948905631917,10,395,0,2023
38,2023-03-11,,basic,200,1,enterprise,germany,79,,2029-09-30,4800,24,No Change,8,0,0,Medium,1.5199108178751712,1,Loyal,Cluster 2,100-500,General,Active,26,14,0.5384615384615384,2025-03-11,renewed,52.91834246766292,100-500,retail,0.6583668493532584,13,575,0,2023
39,2023-10-05,2026-04-05,enterprise,300,2,mid-market,canada,30,high cost,2026-04-05,10800,36,No Change,38,2,1,Medium,2.070671128031047,0,Loyal,Cluster 1,0-100,Feature Request,Inactive,43,22,0.5116279069767442,,churned,62.91491497512247,50-100,retail,0.5382982995024495,10,913,1,2023
40,2023-02-04,2023-10-04,pro,200,2,mid-market,netherlands,8,feature gaps,2023-10-04,7200,36,No Change,8,7,1,Low,2.867383647519749,4,At Risk,Cluster 1,100-500,Billing,Inactive,49,6,0.1224489795918367,,churned,53.94978638689038,100-500,finance,0.5589957277378077,11,242,1,2023
41,2023-06-13,,basic,50,1,small business,norway,76,,2029-09-30,1800,36,Contract Reduced,3,2,0,High,1.7310142517879603,0,At Risk,Cluster 4,100-500,General,Active,10,2,0.2,2026-06-13,renewed,31.547274442850835,50-100,technology,0.3109454888570166,6,481,0,2023
42,2021-11-10,,pro,200,5,mid-market,uk,96,,2029-09-30,4800,24,No Change,44,4,0,Low,5.059680046362233,0,At Risk,Cluster 2,100-500,Technical,Active,37,20,0.5405405405405406,2023-11-10,renewed,100.0,50-100,retail,0.412226249134514,8,1061,0,2021
43,2022-04-19,,pro,400,2,enterprise,usa,90,,2029-09-30,14400,36,No Change,10,4,0,Low,1.2776495468840408,0,Loyal,Cluster 1,500+,General,Active,6,4,0.6666666666666666,2025-04-19,renewed,48.90124911418303,50-100,retail,0.3380249822836606,6,901,0,2022
44,2022-06-12,,basic,100,5,mid-market,canada,88,,2029-09-30,1200,12,Contract Reduced,75,8,0,High,5.590534623719781,3,At Risk,Cluster 3,0-100,Technical,Active,26,8,0.3076923076923077,2023-06-12,renewed,100.0,10-50,retail,0.4230010860319423,8,847,0,2022
45,2021-12-10,,pro,200,1,mid-market,switzerland,95,,2029-09-30,2400,12,No Change,18,7,0,High,0.8774893507766781,0,Loyal,Cluster 1,0-100,General,Active,42,33,0.7857142857142857,2022-12-10,renewed,34.55845803897118,100-500,finance,0.5711691607794236,11,1031,0,2021
46,2022-04-24,,enterprise,150,3,small business,sweden,90,,2029-09-30,5400,36,No Change,70,5,0,Low,2.9908472528079315,2,Churned,Cluster 1,100-500,Technical,Active,19,15,0.7894736842105263,2025-04-24,renewed,74.98447357737453,10-50,technology,0.4996894715474905,9,896,0,2022
47,2021-12-28,2022-08-28,pro,100,2,small business,germany,8,lack of support,2022-08-28,2400,24,No Change,10,4,1,High,2.5945907315591072,4,Loyal,Cluster 3,0-100,Billing,Inactive,49,24,0.4897959183673469,,churned,73.30296910285247,100-500,retail,0.8260593820570497,16,243,1,2021
48,2022-06-02,,basic,50,4,small business,france,89,,2029-09-30,1200,24,No Change,11,9,0,High,3.3067028062321606,4,Churned,Cluster 2,100-500,Technical,Active,30,14,0.4666666666666667,2024-06-02,renewed,87.2757277153563,10-50,retail,0.505514554307126,10,857,0,2022
49,2023-04-14,,pro,200,5,mid-market,norway,78,,2029-09-30,2400,12,Expanded,72,9,0,Low,5.851137025813553,0,At Risk,Cluster 1,0-100,Billing,Active,33,14,0.4242424242424242,2024-04-14,renewed,100.0,50-100,finance,0.7627480011118428,15,541,0,2023
50,2022-08-29,,pro,200,3,mid-market,sweden,86,,2029-09-30,4800,24,No Change,40,4,0,High,2.796337387181887,0,At Risk,Cluster 3,100-500,Billing,Active,30,9,0.3,2024-08-29,renewed,78.37917095156646,100-500,finance,0.5275834190313293,10,769,0,2022
51,2022-09-03,,enterprise,150,1,small business,uk,86,,2029-09-30,5400,36,No Change,71,3,0,Medium,0.0261889131766672,4,Loyal,Cluster 3,0-100,Feature Request,Active,47,22,0.4680851063829787,2025-09-03,renewed,41.56776348513644,10-50,technology,0.5513552697027287,11,764,0,2022
52,2022-04-10,2024-01-10,pro,100,1,small business,norway,21,high cost,2024-01-10,3600,36,No Change,71,0,1,Medium,1.6731296265846658,2,At Risk,Cluster 1,100-500,General,Inactive,49,29,0.5918367346938775,,churned,44.29810778805833,100-500,finance,0.4859621557611665,9,640,1,2022
53,2022-06-01,,basic,50,3,small business,netherlands,89,,2029-09-30,1200,24,Contract Reduced,63,3,0,Medium,3.794860819637768,1,Churned,Cluster 1,500+,General,Active,36,10,0.2777777777777778,2024-06-01,renewed,74.45784391485813,50-100,retail,0.4091568782971627,8,858,0,2022
54,2024-02-02,,basic,100,3,mid-market,uk,68,,2029-09-30,3600,36,No Change,72,5,0,Medium,3.61062993471581,2,Churned,Cluster 4,0-100,Billing,Active,32,15,0.46875,2027-02-02,renewed,75.17813737688573,10-50,finance,0.5035627475377146,10,247,0,2024
55,2023-05-15,2025-12-15,pro,100,1,small business,switzerland,31,lack of support,2025-12-15,3600,36,No Change,23,4,1,High,0.518846866862585,1,New,Cluster 3,500+,Feature Request,Inactive,9,4,0.4444444444444444,,churned,27.7959661162146,10-50,technology,0.3159193223242918,6,945,1,2023
56,2023-04-09,,basic,50,4,small business,france,78,,2029-09-30,1200,24,Expanded,99,3,0,Low,3.969556734300692,0,At Risk,Cluster 1,100-500,Technical,Active,34,23,0.6764705882352942,2025-04-09,renewed,100.0,10-50,retail,0.884728359119322,17,546,0,2023
57,2022-03-06,2023-11-06,basic,50,2,small business,germany,20,lack of support,2023-11-06,1200,24,No Change,58,1,1,Medium,2.108356005031587,0,At Risk,Cluster 2,500+,Technical,Inactive,45,38,0.8444444444444444,,churned,61.16921979558107,50-100,finance,0.4633843959116214,9,610,1,2022
58,2023-07-27,,enterprise,150,2,small business,norway,75,,2029-09-30,3600,24,No Change,12,8,0,Medium,1.3325667375121588,2,Loyal,Cluster 3,0-100,Feature Request,Active,25,14,0.56,2025-07-27,renewed,53.82821550414815,100-500,finance,0.596564310082963,11,437,0,2023
59,2022-02-27,,pro,100,1,small business,germany,92,,2029-09-30,3600,36,No Change,59,6,0,Medium,1.4651441944205006,0,At Risk,Cluster 4,500+,Feature Request,Active,28,22,0.7857142857142857,2025-02-27,renewed,41.312140010238735,100-500,retail,0.6662428002047747,13,952,0,2022
60,2022-09-12,2024-04-12,enterprise,300,1,mid-market,canada,19,lack of support,2024-04-12,10800,36,No Change,26,1,1,Low,0.4928040664782136,2,At Risk,Cluster 1,500+,Billing,Inactive,44,42,0.9545454545454546,,churned,36.19794759401316,50-100,finance,0.363958951880263,7,578,1,2022
61,2024-04-20,,basic,50,5,small business,usa,66,,2029-09-30,1800,36,Expanded,17,9,0,High,5.613122295722899,4,At Risk,Cluster 4,100-500,Feature Request,Active,20,19,0.95,2027-04-20,renewed,100.0,10-50,finance,0.7143361394673844,14,169,0,2024
62,2023-05-26,,basic,50,5,small business,denmark,77,,2029-09-30,1200,24,No Change,26,9,0,Medium,4.241045157572929,0,New,Cluster 4,100-500,General,Active,26,7,0.2692307692307692,2025-05-26,renewed,100.0,100-500,technology,0.6529582541819587,13,499,0,2023
63,2023-03-09,,pro,100,2,small business,uk,79,,2029-09-30,3600,36,No Change,59,9,0,Medium,2.769996713046562,2,Churned,Cluster 2,500+,General,Active,48,45,0.9375,2026-03-09,renewed,56.33639951877467,100-500,retail,0.6867279903754934,13,577,0,2023
64,2023-07-07,,pro,200,5,mid-market,denmark,75,,2029-09-30,4800,24,No Change,82,0,0,Medium,4.000475047151769,4,Loyal,Cluster 2,500+,General,Active,39,34,0.8717948717948718,2025-07-07,renewed,100.0,100-500,finance,0.8315866489417123,16,457,0,2023
65,2023-12-03,,pro,100,4,small business,france,70,,2029-09-30,1200,12,Expanded,57,7,0,Low,4.4645436143692905,0,New,Cluster 1,100-500,Feature Request,Active,43,20,0.4651162790697674,2024-12-03,renewed,89.15060913207012,50-100,finance,0.4630121826414024,9,308,0,2023
66,2023-10-01,,basic,50,5,small business,usa,73,,2029-09-30,600,12,Expanded,79,8,0,High,5.177108457946491,2,At Risk,Cluster 1,100-500,Technical,Active,41,37,0.902439024390244,2024-10-01,renewed,100.0,100-500,retail,0.3656805592074691,7,371,0,2023
67,2022-05-04,2022-10-04,pro,100,3,small business,france,5,feature gaps,2022-10-04,2400,24,No Change,74,1,1,Low,3.855504566390426,1,Loyal,Cluster 1,500+,Billing,Inactive,27,17,0.6296296296296297,,churned,84.52271834473748,100-500,finance,0.5304543668947498,10,153,1,2022
68,2021-10-31,,enterprise,150,5,small business,uk,96,,2029-09-30,5400,36,No Change,89,8,0,Low,5.777496159737955,0,At Risk,Cluster 4,100-500,Technical,Active,7,3,0.4285714285714285,2024-10-31,renewed,100.0,100-500,technology,0.8369528647367039,16,1071,0,2021
69,2022-07-25,,basic,50,3,small business,netherlands,87,,2029-09-30,1800,36,Expanded,5,9,0,Low,3.702413828097537,4,Churned,Cluster 2,0-100,General,Active,32,5,0.15625,2025-07-25,renewed,72.97807558202287,50-100,retail,0.6195615116404574,12,804,0,2022
70,2022-06-10,,basic,50,3,small business,usa,88,,2029-09-30,1800,36,Expanded,80,7,0,Low,3.394942923338568,1,Churned,Cluster 3,500+,Billing,Active,17,11,0.6470588235294118,2025-06-10,renewed,68.35856596766004,100-500,technology,0.4471713193532007,8,849,0,2022
71,2022-04-17,2022-08-17,enterprise,300,2,mid-market,sweden,4,feature gaps,2022-08-17,10800,36,No Change,10,4,1,Low,2.2338538367514844,0,Loyal,Cluster 1,500+,Billing,Inactive,43,2,0.0465116279069767,,churned,69.30524768874824,10-50,retail,0.7461049537749647,14,122,1,2022
72,2024-03-07,,basic,50,1,small business,switzerland,67,,2029-09-30,1800,36,Contract Reduced,96,1,0,Medium,1.894595776512676,0,Churned,Cluster 2,0-100,Billing,Active,33,22,0.6666666666666666,2027-03-07,renewed,43.25616498116058,50-100,technology,0.5051232996232117,10,213,0,2024
73,2024-01-04,,basic,50,5,small business,canada,69,,2029-09-30,1200,24,No Change,76,3,0,Low,4.647220438299082,2,New,Cluster 2,500+,Billing,Active,33,11,0.3333333333333333,2026-01-04,renewed,100.0,50-100,finance,0.6885441860411445,13,276,0,2024
74,2022-07-24,,enterprise,150,5,small business,denmark,87,,2029-09-30,5400,36,No Change,29,3,0,High,5.9017271245008205,3,Churned,Cluster 4,0-100,Technical,Active,15,11,0.7333333333333333,2025-07-24,renewed,100.0,100-500,technology,0.8039682988034831,16,805,0,2022
75,2023-06-30,,pro,200,3,mid-market,france,76,,2029-09-30,2400,12,No Change,1,9,0,Medium,3.7287164996792734,2,Churned,Cluster 4,100-500,Technical,Active,29,24,0.8275862068965517,2024-06-30,renewed,83.82297611037404,10-50,technology,0.8364595222074807,16,464,0,2023
76,2022-10-20,,pro,200,4,mid-market,canada,84,,2029-09-30,4800,24,Contract Reduced,71,2,0,Medium,3.924194581531321,0,At Risk,Cluster 4,0-100,Billing,Active,7,4,0.5714285714285714,2024-10-20,renewed,100.0,10-50,retail,0.7780786967184166,15,717,0,2022
77,2024-03-08,,pro,200,3,mid-market,norway,67,,2029-09-30,4800,24,No Change,64,0,0,High,3.3899637722530853,0,Churned,Cluster 2,0-100,Feature Request,Active,35,32,0.9142857142857144,2026-03-08,renewed,75.34861619724302,100-500,finance,0.3069723239448603,6,212,0,2024
78,2022-12-21,2023-03-21,basic,100,4,mid-market,netherlands,3,lack of support,2023-03-21,1200,12,Expanded,20,0,1,Low,4.649028093793667,1,At Risk,Cluster 3,100-500,Billing,Inactive,17,14,0.8235294117647058,,churned,100.0,100-500,finance,0.6357892100921485,12,90,1,2022
79,2022-06-15,,enterprise,300,4,mid-market,switzerland,88,,2029-09-30,7200,24,Expanded,49,7,0,High,4.225888349731212,0,At Risk,Cluster 4,100-500,Feature Request,Active,10,9,0.9,2024-06-15,renewed,100.0,50-100,finance,0.6818581497261821,13,844,0,2022
80,2022-05-28,,pro,200,4,mid-market,germany,89,,2029-09-30,7200,36,Expanded,6,9,0,High,4.449653119748117,3,New,Cluster 4,0-100,Technical,Active,46,14,0.3043478260869565,2025-05-28,renewed,100.0,10-50,retail,0.7702995320513173,15,862,0,2022
81,2023-03-31,,enterprise,150,5,small business,norway,79,,2029-09-30,1800,12,Expanded,53,6,0,Low,5.992667832113484,0,New,Cluster 3,100-500,General,Active,23,22,0.9565217391304348,2024-03-31,renewed,100.0,100-500,technology,0.3261969946244167,6,555,0,2023
82,2022-06-13,,basic,50,4,small business,sweden,88,,2029-09-30,600,12,No Change,49,4,0,Medium,4.975299127472116,1,Loyal,Cluster 3,0-100,Feature Request,Active,8,4,0.5,2023-06-13,renewed,100.0,50-100,technology,0.7363014418597849,14,846,0,2022
83,2023-04-22,,basic,50,4,small business,canada,78,,2029-09-30,1800,36,Contract Reduced,6,6,0,Low,3.931625614040497,4,New,Cluster 1,500+,Billing,Active,16,3,0.1875,2026-04-22,renewed,91.30483391705155,50-100,retail,0.4660966783410309,9,533,0,2023
84,2024-02-21,,pro,200,5,mid-market,sweden,68,,2029-09-30,4800,24,No Change,69,5,0,Low,5.32524255801664,0,New,Cluster 1,0-100,Feature Request,Active,18,7,0.3888888888888889,2026-02-21,renewed,100.0,50-100,retail,0.5953667138688209,11,228,0,2024
85,2022-10-24,,pro,200,3,mid-market,sweden,84,,2029-09-30,2400,12,No Change,10,2,0,Low,2.861775047323612,3,Churned,Cluster 3,0-100,Technical,Active,16,14,0.875,2023-10-24,renewed,84.26073121348573,50-100,technology,0.5652146242697145,11,713,0,2022
86,2022-05-02,,pro,200,1,mid-market,usa,90,,2029-09-30,2400,12,No Change,44,7,0,Medium,0.1141737121786297,4,Churned,Cluster 2,0-100,Technical,Active,24,18,0.75,2023-05-02,renewed,38.560630931902566,100-500,retail,0.6512126186380514,13,888,0,2022
87,2024-05-28,,enterprise,150,1,small business,usa,65,,2029-09-30,1800,12,No Change,51,9,0,Medium,1.9461954961406929,2,At Risk,Cluster 3,100-500,Feature Request,Active,38,25,0.6578947368421053,2025-05-28,renewed,28.921369653932032,100-500,finance,0.5384273930786406,10,131,0,2024
88,2023-02-08,2023-10-08,pro,100,2,small business,sweden,8,feature gaps,2023-10-08,2400,24,Expanded,85,0,1,High,2.957262574801061,2,At Risk,Cluster 2,100-500,Billing,Inactive,38,1,0.0263157894736842,,churned,76.9248842461263,10-50,finance,0.7384976849225259,14,242,1,2023
89,2021-12-28,2023-06-28,pro,200,1,mid-market,norway,18,feature gaps,2023-06-28,7200,36,No Change,46,3,1,Medium,1.315690609206072,1,Churned,Cluster 2,500+,Technical,Inactive,45,26,0.5777777777777777,,churned,49.2954015733174,10-50,technology,0.705908031466348,14,547,1,2021
90,2021-11-15,,enterprise,425,3,enterprise,denmark,95,,2029-09-30,7200,12,No Change,68,1,0,Medium,3.7557823180826553,2,Loyal,Cluster 3,0-100,Feature Request,Active,10,2,0.2,2022-11-15,renewed,85.124209649531,50-100,finance,0.5424841929906198,10,1056,0,2021
91,2022-01-18,,pro,200,5,mid-market,switzerland,93,,2029-09-30,2400,12,No Change,19,8,0,High,5.206897186762756,1,At Risk,Cluster 2,0-100,General,Active,42,26,0.6190476190476191,2023-01-18,renewed,100.0,10-50,finance,0.657891284991253,13,992,0,2022
92,2023-06-22,,enterprise,425,1,enterprise,switzerland,76,,2029-09-30,7200,12,No Change,12,4,0,High,1.625971477432187,1,Churned,Cluster 3,500+,Technical,Active,19,11,0.5789473684210527,2024-06-22,renewed,38.964683426907015,10-50,retail,0.5392936685381403,10,472,0,2023
93,2023-12-04,,pro,100,4,small business,denmark,70,,2029-09-30,1200,12,No Change,75,2,0,Low,4.234703514825949,4,Churned,Cluster 2,500+,Technical,Active,38,14,0.3684210526315789,2024-12-04,renewed,92.80802170868682,100-500,retail,0.3361604341737365,6,307,0,2023
94,2022-11-28,,basic,50,2,small business,canada,83,,2029-09-30,1200,24,Expanded,49,3,0,High,2.0503267673341203,0,At Risk,Cluster 1,100-500,Feature Request,Active,48,10,0.2083333333333333,2024-11-28,renewed,73.6952204678698,50-100,retail,0.7939044093573963,15,678,0,2022
95,2021-12-03,,pro,200,3,mid-market,switzerland,95,,2029-09-30,2400,12,No Change,13,6,0,High,3.221961977701984,1,Loyal,Cluster 1,100-500,Feature Request,Active,30,9,0.3,2022-12-03,renewed,82.13955617379894,10-50,finance,0.6827911234759787,13,1038,0,2021
96,2022-10-18,,basic,50,4,small business,germany,84,,2029-09-30,1800,36,Expanded,39,9,0,Low,4.473747489888364,1,Loyal,Cluster 3,0-100,Technical,Active,9,7,0.7777777777777778,2025-10-18,renewed,100.0,50-100,technology,0.7857179854610652,15,719,0,2022
